Number,Type,Location,City,State,Zip,Phone,latitude,longitude,
16385,p,Rte 47 S,Gibson City,IL,60936,(217)784-8258,40.4572,-88.3755,0
16386,p,Rte 50,Stevensville,MD,21666,(410)643-2700,38.9794,-76.3189,0
16387,p,Rte 60 E.,Clifton Forge,VA,24422,(540)862-5716,37.8149,-79.8197,0
16388,p,Rte 9 & I-57,Paxton,IL,60957,(217)379-9211,40.3855,-88.1363,0
16389,p,S 69 Hwy,Columbus,KS,66725,(620)429-1345,37.1632,-94.8733,0
16390,p,S Main St,Sturgis,KY,42459,(270)333-6000,37.5456,-87.984,0
16391,p,S73 W16730 Janesville Road,Muskego,WI,53150,(414)422-0250,42.9112,-88.1226,0
16392,p,Shoppers World Trade Ctr,Rocky Mount,VA,24151,(540)489-4444,36.9997,-79.8844,0
16393,p,Southtowne Plaza,Indiana,PA,15701,(724)465-4286,40.6079,-79.2082,0
16394,p,Spring Meadows Place Shop Cntr,Holland,OH,43528,(419)866-2510,41.6153,-83.6962,0
16395,p,Spruce Pine Shopping Mall,Spruce Pine,NC,28777,(828)765-5511,35.8949,-82.0709,0
16396,p,State Route 127n.,Angola,IN,46703,(260)665-7574,41.6554,-85.0259,0
16397,p,State Rte 107,Hinton,WV,25951,(304)466-0245,37.6681,-80.8911,0
16398,p,State Rte 33,Spencer,WV,25276,(304)927-4619,38.8002,-81.3723,0
16399,p,Sumiton Square Shopping Center,Sumiton,AL,35148,(205)648-8600,33.7422,-87.0464,0
16400,p,Tarrymore Square Shopping Ctr,Raleigh,NC,27604,(919)790-8111,35.8346,-78.5828,0
16401,p,Thunderbird Mall,Virginia,MN,55792,(218)749-4111,47.5128,-92.5581,0
16402,p,Tower Shopping Center,Raleigh,NC,27610,(919)231-6173,35.7946,-78.5824,0
16403,p,Town & Country Shopping Ctr,Beckley,WV,25801,(304)252-8686,37.7888,-81.1863,0
16404,p,Townsend Square,Townsend,TN,37882,(865)448-6676,35.6784,-83.7447,0
16405,p,Trace Shopping Center Bay 15,Wellington,FL,33414,(561)333-4224,26.6618,-80.2681,0
16406,p,Tri-City Shopping Ctr Hwy. 74,Rockingham,NC,28379,(910)997-4061,34.9202,-79.7684,0
16407,p,Triangle Plaza Shopping Ctr,Appomattox,VA,24522,(434)352-5096,37.3653,-78.8367,0
16408,p,Trojan Village,Greenville,OH,45331,(937)548-2336,40.0927,-84.636,0
16409,p,Us Highway 221 & Cherry St.,Jefferson,NC,28640,(336)246-6077,36.421,-81.4593,0
16410,p,Us Highway 25 S,Georgetown,KY,40324,(502)863-5461,38.21,-84.5597,0
16411,p,University Of Missouri,Columbia,MO,65211,(573)443-5213,38.9447,-92.329,0
16412,p,University Shopping Ctr.,Canton,NY,13617,(315)386-4170,44.5973,-75.158,0
16413,p,Us 25 & Canterbury,Middlesboro,KY,40965,(606)248-7338,36.6172,-83.7215,0
16414,p,Us Hwy 18 W,Mason City,IA,50401,(641)423-1732,43.1485,-93.2445,0
16415,p,Us Hwy 23- Falls Creek Box 330,Louisa,KY,41230,(606)638-0400,38.1148,-82.6183,0
16416,p,Us Hwy 27 901-E S Park St.,Carrollton,GA,30117,(770)832-9000,33.5664,-85.0772,0
16417,p,Us Hwy 60 E.,Hardinsburg,KY,40143,(270)756-2206,37.7741,-86.4579,0
16418,p,Us Hwy 64,Pittsboro,NC,27312,(919)542-1057,35.7198,-79.168,0
16419,p,Us Hwy Rte 52 & 58,Hillsville,VA,24343,(276)728-3129,36.7628,-80.7347,0
16420,p,Us Rt340/Willow-Spr Dr.,Charles Town,WV,25414,(304)725-0419,39.2957,-77.8352,0
16421,p,Us Rte 25 East,Pineville,KY,40977,(606)337-6724,36.7631,-83.7054,0
16422,p,W Hwy 16,Custer,SD,57730,(605)673-3330,43.7626,-103.617,0
16423,p,W Hwy 24,Wamego,KS,66547,(785)456-2922,39.2103,-96.3203,0
16424,p,W Hwy 30,Blair,NE,68008,(402)426-4006,41.534,-96.1574,0
16425,p,W Hwy 36,Saint Francis,KS,67756,(785)332-2601,39.785,-101.832,0
16426,p,W Hwy 4,Hoisington,KS,67544,(620)653-4976,38.5364,-98.851,0
16427,p,W156 N8420 Pilgrim Rd,Menomonee Falls,WI,53051,(262)255-2888,43.1705,-88.1041,0
16428,p,West Wood Shpg Ctr,Johnstown,PA,15905,(814)255-4151,40.3231,-78.9564,0
16429,p,Washington St. Extension,Waterville,ME,4901,(207)873-5000,44.5444,-69.6715,0
16430,p,West Highway 19,Lindsay,OK,73052,(405)756-9546,34.8373,-97.6194,0
16431,p,West Kennewick,Kennewick,WA,99336,(509)628-2221,46.2273,-119.244,0
16432,p,West Plaza Shopping Ctr,Glendive,MT,59330,(406)365-6004,47.1057,-104.735,0
16433,p,Westbrook Shopping Center,Westbrook,ME,4092,(207)854-2400,43.6776,-70.3324,0
16434,p,Westchester Plaza,Fairfield,OH,45014,(513)829-0500,39.338,-84.5626,0
16435,p,Westgate Shopping Ct,Great Falls,MT,59404,(406)727-5445,47.5237,-111.305,0
16436,p,Westhill Shopping Center,Syracuse,NY,13219,(315)422-2666,43.033,-76.1917,0
16437,p,Westlake Village Unit 1,Greeley,CO,80634,(970)330-5463,40.4035,-104.735,0
16438,p,Yuppie Shpg. Ctr. #107,Raleigh,NC,27612,(919)781-1133,35.8608,-78.7126,0
16439,i,1210 N. Atlantic Blvd.,Alhambra,CA,91801,,34.1059,-118.135,0
16440,i,600 S. Brookhurst St.,Anaheim,CA,92804,,33.8249,-117.959,0
16441,i,5646 E. La Palma Ave,Anaheim Hills,CA,92807,,33.8596,-117.792,0
16442,i,420 N. Santa Anita Ave.,Arcadia,CA,91006,,34.1448,-118.031,0
16443,i,6000 San Anselmo Rd.,Atascadero,CA,93422,,35.4964,-120.684,0
16444,i,130 Grass Valley Hwy.,Auburn,CA,95603,,38.9018,-121.075,0
16445,i,1525 Dysart Road,Avondale,AZ,85323,,33.4602,-112.341,0
16446,i,324 S. Azusa Ave.,Azusa,CA,91702,,34.1176,-117.907,0
16447,i,2310 Panama Ln.,Bakersfield,CA,93307,,35.296,-119.027,0
16448,i,5100 Stockdale Hwy.,Bakersfield,CA,93309,,35.3544,-119.058,0
16449,i,13850 Francisquito Ave.,Baldwin Park,CA,91706,,34.0681,-117.974,0
16450,i,2821 Lenwood Rd.,Barstow,CA,92311,,34.8492,-117.083,0
16451,i,5581 Lone Tree Way,Brentwood,CA,94513,,37.9615,-121.748,0
16452,i,7926 Valley View St.,Buena Park,CA,90620,,33.8475,-118.028,0
16453,i,761 N. First St.,Burbank,CA,91502,,34.1851,-118.316,0
16454,i,1316 Ventura Blvd.,Camarillo,CA,93010,,34.2168,-119.053,0
16455,i,5950 Avenida Encinas,Carlsbad,CA,92008,,33.1229,-117.325,0
16456,i,11880 Carmel Mountain Rd.,Carmel Mountain,CA,92128,,32.9818,-117.077,0
16457,i,957 Topsy Lane,Carson Valley,NV,89705,,39.1103,-119.776,0
16458,i,2790 W. Chandler,Chandler,AZ,85224,,33.306,-111.889,0
16459,i,7050 W. Ray Road,Chandler,AZ,85226,,33.32,-111.964,0
16460,i,2050 Business Ln.,Chico,CA,95928,,39.7257,-121.806,0
16461,i,3927 Grand Avenue,Chino,CA,91710,,33.9991,-117.72,0
16462,i,17849 E. Colima Rd.,City Of Industry,CA,91748,,33.9902,-117.916,0
16463,i,21620 Valley Blvd.,City Of Industry,CA,91789,,34.0276,-117.835,0
16464,i,2305 Compton Ave.,Corona,CA,92881,,33.8442,-117.537,0
16465,i,450 Auto Center Dr.,Corona,CA,92882,,33.8819,-117.613,0
16466,i,594 W. 19th St.,Costa Mesa,CA,92627,,33.6436,-117.923,0
16467,i,1371 Grand Ave.,Covina,CA,91724,,34.1053,-117.873,0
16468,i,13425 Washington Blvd.,Culver City,CA,90292,,33.9918,-118.446,0
16469,i,260 Washington Street,Daly City,CA,94015,,37.688,-122.471,0
16470,i,1020 Olive Dr.,Davis,CA,95616,,38.5409,-121.738,0
16471,i,21133 Golden Springs Dr.,Diamond Bar,CA,91789,,34.0004,-117.844,0
16472,i,8767 Firestone Blvd.,Downey,CA,90241,,33.936,-118.124,0
16473,i,1541 N. Magnolia Ave.,El Cajon,CA,92020,,32.8195,-116.962,0
16474,i,9188 E. Stockton Blvd.,Elk Grove,CA,95624,,38.4239,-121.39,0
16475,i,1364 Holiday Ln.,Fairfield,CA,94534,,38.257,-122.065,0
16476,i,9855 Sierra Ave.,Fontana,CA,92335,,34.0749,-117.436,0
16477,i,26482 Towne Centre Dr.,Foothill Ranch,CA,92610,,33.6808,-117.669,0
16478,i,43349 Pacific Commons Blvd.,Fremont,CA,94538,,37.5022,-121.971,0
16479,i,2657 S. Second St.,Fresno,CA,93706,,36.7057,-119.771,0
16480,i,4302 N. Blackstone Ave.,Fresno,CA,93726,,36.7961,-119.79,0
16481,i,5106 W. Shaw Ave.,Fresno,CA,93722,,36.8082,-119.883,0
16482,i,8010 N. Blackstone Ave.,Fresno,CA,93720,,36.8521,-119.791,0
16483,i,1180 S. Harbor Blvd.,Fullerton,CA,92832,,33.8599,-117.924,0
16484,i,9032 Trask Ave.,Garden Grove,CA,92844,,33.7666,-117.972,0
16485,i,641 Leavesley Rd.,Gilroy,CA,95020,,37.0237,-121.564,0
16486,i,119 Brand Blvd.,Glendale,CA,91204,,34.1451,-118.255,0
16487,i,310 N. Harvey Drive,Glendale,CA,91206,,34.1493,-118.227,0
16488,i,1261 S. Lone Hill,Glendora,CA,91741,,34.1181,-117.829,0
16489,i,4865 Calle Real,Goleta,CA,93111,,34.4429,-119.791,0
16490,i,14620 E. Gale Ave.,Hacienda Heights,CA,91745,,34.0196,-117.987,0
16491,i,2885 W. Florida Ave.,Hemet,CA,92545,,33.7472,-117.002,0
16492,i,1051 W. Sunset Road,Henderson,NV,89014,,36.0636,-115.034,0
16493,i,13704 Main St.,Hesperia,CA,92345,,34.4268,-117.364,0
16494,i,17069 Bear Valley Rd.,Hesperia,CA,92345,,34.4708,-117.291,0
16495,i,7009 Sunset Blvd.,Hollywood,CA,90028,,34.0981,-118.342,0
16496,i,18062 Beach Blvd.,Huntington Beach,CA,92648,,33.6997,-117.989,0
16497,i,6000 Pacific Blvd.,Huntington Park,CA,90255,,33.9871,-118.225,0
16498,i,82043 Hwy. 111,Indio,CA,92201,,33.7129,-116.233,0
16499,i,3411 W. Century Blvd.,Inglewood,CA,90301,,33.9456,-118.331,0
16500,i,4115 Campus Dr.,Irvine,CA,92612,,33.6507,-117.841,0
16501,i,4375 Kearny Mesa Rd.,Kearny Mesa,CA,92111,,32.8195,-117.149,0
16502,i,Highway 41 At Bernard Dr.,Kettleman City,CA,93239,,35.9881,-119.96,0
16503,i,1770 Beverly Ave.,Kingman,AZ,86409,,35.2185,-114.037,0
16504,i,2030 E. Lambert Rd.,La Habra,CA,90631,,33.9245,-117.924,0
16505,i,14341 Firestone Blvd.,La Mirada,CA,90638,,33.8833,-118.026,0
16506,i,15259 E. Amar Rd.,La Puente,CA,91744,,34.0376,-117.952,0
16507,i,2098 Foothill Blvd.,La Verne,CA,91750,,34.1132,-117.765,0
16508,i,24001 Avenida De La Carlota,Laguna Hills,CA,92653,,33.6137,-117.709,0
16509,i,27380 La Paz Rd.,Laguna Niguel,CA,92677,,33.566,-117.707,0
16510,i,28782 Camino Capistrano,Laguna Niguel,CA,92675,,33.5457,-117.674,0
16511,i,331 Railroad Canyon Rd.,Lake Elsinore,CA,92532,,33.6638,-117.298,0
16512,i,81-101 London Bridge Rd.,Lake Havasu City,AZ,86403,,34.4735,-114.348,0
16513,i,5820 Bellflower Blvd.,Lakewood,CA,90713,,33.8608,-118.125,0
16514,i,2021 W. Avenue I,Lancaster,CA,93536,,34.7041,-118.167,0
16515,i,1960 Rock Springs Dr.,Las Vegas,NV,89128,,36.1952,-115.247,0
16516,i,2900 W. Sahara Ave.,Las Vegas,NV,89102,,36.1445,-115.18,0
16517,i,4705 S. Maryland Pkwy.,Las Vegas,NV,89119,,36.1043,-115.137,0
16518,i,4888 Dean Martin Dr.,Las Vegas,NV,89103,,36.1091,-115.181,0
16519,i,51 N. Nellis Blvd.,Las Vegas,NV,89110,,36.1607,-115.062,0
16520,i,9240 S. Eastern Ave.,Las Vegas,NV,89123,,36.0207,-115.118,0
16521,i,2085 S. Casino Dr.,Laughlin,NV,89029,,35.1602,-114.575,0
16522,i,7160 Broadway,Lemon Grove,CA,91945,,32.7427,-117.044,0
16523,i,1881 N. Livermore Ave.,Livermore,CA,94550,,37.7,-121.773,0
16524,i,2625 W. Kettleman Ln.,Lodi,CA,95241,,38.1156,-121.308,0
16525,i,4600 Los Coyotes Diagonal,Long Beach,CA,90815,,33.7912,-118.14,0
16526,i,6391 E. Pacific Coast Hwy.,Long Beach,CA,90803,,33.7585,-118.111,0
16527,i,7691 Carson Street,Long Beach,CA,90808,,33.8314,-118.086,0
16528,i,1490 E. Yosemite Avenue,Manteca,CA,95336,,37.7974,-121.193,0
16529,i,1579 Martin Luther King Jr. Way,Merced,CA,95340,,37.2991,-120.481,0
16530,i,1650 S. Stapley,Mesa,AZ,85204,,33.3839,-111.806,0
16531,i,798 Redwood Hwy.,Mill Valley,CA,94941,,37.8967,-122.516,0
16532,i,11 Rollins Rd.,Millbrae,CA,94030,,37.6004,-122.384,0
16533,i,50 Ranch Dr.,Milpitas,CA,95035,,37.4264,-121.922,0
16534,i,9410 Mira Mesa Blvd.,Mira Mesa,CA,92126,,32.9174,-117.123,0
16535,i,2005 Camino Del Este,Mission Valley,CA,92108,,32.7712,-117.144,0
16536,i,3900 Pelandale Ave.,Modesto,CA,95356,,37.6999,-121.067,0
16537,i,856 New Los Angeles Ave.,Moorpark,CA,93021,,34.2804,-118.867,0
16538,i,23035 Hemlock Ave.,Moreno Valley,CA,92557,,33.9423,-117.261,0
16539,i,895 Cochrane Road,Morgan Hill,CA,95037,,37.1522,-121.654,0
16540,i,1159 N. Rengstorff Ave.,Mountain View,CA,94043,,37.4198,-122.093,0
16541,i,53 W. El Camino Real,Mountain View,CA,94040,,37.3809,-122.074,0
16542,i,820 Imola Ave.,Napa,CA,94559,,38.2808,-122.276,0
16543,i,500 Mile Of Cars Way,National City,CA,91950,,32.6603,-117.107,0
16544,i,25220 N. The Old Road,Newhall,CA,91321,,34.376,-118.564,0
16545,i,1810 Hamner Ave.,Norco,CA,92860,,33.9083,-117.561,0
16546,i,5864 Lankershim Blvd.,North Hollywood,CA,91605,,34.1771,-118.382,0
16547,i,9858 Balboa Blvd.,Northridge,CA,91325,,34.2498,-118.502,0
16548,i,14330 Pioneer Blvd.,Norwalk,CA,90650,,33.9015,-118.082,0
16549,i,8300 Oakport St.,Oakland,CA,94601,,37.7392,-122.201,0
16550,i,4605 Frazee,Oceanside,CA,92057,,33.2386,-117.298,0
16551,i,1891 E. G St.,Ontario,CA,91764,,34.069,-117.611,0
16552,i,2235 Mountain Ave.,Ontario,CA,91761,,34.0334,-117.669,0
16553,i,4310 E. Ontario Mills Parkway,Ontario,CA,91764,,34.0686,-117.558,0
16554,i,2585 N. Tustin Ave.,Orange,CA,92865,,33.8323,-117.836,0
16555,i,3501 E. Chapman Ave.,Orange,CA,92869,,33.7879,-117.816,0
16556,i,381 W. Esplanade,Oxnard,CA,93036,,34.2354,-119.179,0
16557,i,2910 Damon Ave.,Pacific Beach,CA,92109,,32.8081,-117.219,0
16558,i,142 E. Palmdale Blvd.,Palmdale,CA,93550,,34.5797,-118.129,0
16559,i,13651 Roscoe Blvd.,Panorama City,CA,91402,,34.2218,-118.431,0
16560,i,12413 N. Tatum Blvd.,Paradise Valley,AZ,85032,,33.5996,-111.98,0
16561,i,2114 E. Foothill Blvd.,Pasadena,CA,91107,,34.1496,-118.107,0
16562,i,6634 Clay St.,Pedley,CA,92509,,33.9678,-117.464,0
16563,i,8285 W. Bell Rd.,Peoria,AZ,85382,,33.638,-112.233,0
16564,i,1010 Lakeville Hwy.,Petaluma,CA,94952,,38.2352,-122.622,0
16565,i,19407 N. 27th Avenue,Phoenix,AZ,85027,,33.6629,-112.117,0
16566,i,21001 N. Tatum Blvd.,Phoenix,AZ,85050,,33.6753,-111.977,0
16567,i,9070 Whittier Blvd.,Pico Rivera,CA,90660,,34.0007,-118.083,0
16568,i,1417 Fitzgerald Dr.,Pinole,CA,94564,,37.9889,-122.311,0
16569,i,4462 Century Blvd.*,Pittsburg,CA,94565,,38.006,-121.838,0
16570,i,825 W. Chapman Ave.,Placentia,CA,92870,,33.8739,-117.878,0
16571,i,3055 Forni Road,Placerville,CA,95667,,38.7205,-120.833,0
16572,i,6015 Johnson Dr.,Pleasanton,CA,94588,,37.7,-121.908,0
16573,i,1851 Indian Hill Blvd.,Pomona,CA,91767,,34.0777,-117.719,0
16574,i,2505 Garey Ave.,Pomona,CA,91766,,34.0259,-117.749,0
16575,i,19901 Rinaldi St.,Porter Ranch,CA,91326,,34.2756,-118.568,0
16576,i,3040 E. Hwy. 69,Prescott,AZ,86301,,34.5519,-112.41,0
16577,i,2475 Sunrise Blvd.,Rancho Cordova,CA,95670,,38.6152,-121.269,0
16578,i,12599 Foothill Blvd.,Rancho Cucamonga,CA,91739,,34.1062,-117.528,0
16579,i,8955 Foothill Blvd.,Rancho Cucamonga,CA,91730,,34.1064,-117.61,0
16580,i,1275 Dana Drive,Redding,CA,96003,,40.5857,-122.349,0
16581,i,3801 Inglewood Ave.,Redondo Beach,CA,90278,,33.892,-118.362,0
16582,i,8215 S. Virginia,Reno,NV,89511,,39.4529,-119.778,0
16583,i,7467 Indiana Ave.,Riverside,CA,92501,,33.9357,-117.404,0
16584,i,5145 Redwood Dr.,Rohnert Park,CA,94928,,38.3615,-122.714,0
16585,i,4242 N. Rosemead Blvd.,Rosemead,CA,91770,,34.0838,-118.073,0
16586,i,10309 Fairway Dr.,Roseville,CA,95678,,38.7896,-121.282,0
16587,i,1803 Taylor Rd.,Roseville,CA,95661,,38.7584,-121.259,0
16588,i,3501 Truxel Rd.,Sacramento,CA,95834,,38.6367,-121.503,0
16589,i,151 Kern St.,Salinas,CA,93905,,36.6797,-121.641,0
16590,i,1065 E. Harriman Pl.,San Bernardino,CA,92408,,34.0666,-117.262,0
16591,i,190 Bungalow Ct.,San Bernardino,CA,92410,,34.1025,-117.301,0
16592,i,3102 Sports Arena Blvd.,San Diego,CA,92110,,32.752,-117.206,0
16593,i,11455 Laurel Canyon Blvd.,San Fernando,CA,91342,,34.2779,-118.453,0
16594,i,333 Jefferson St.,San Francisco,CA,94133,,37.8078,-122.418,0
16595,i,2950 E. Capitol Expressway,San Jose,CA,95148,,37.33,-121.812,0
16596,i,5611 Santa Teresa Blvd.,San Jose,CA,95123,,37.2491,-121.859,0
16597,i,583 Grand Ave.,San Marcos,CA,92078,,33.1347,-117.178,0
16598,i,1090 N. Western Ave.,San Pedro,CA,90732,,33.7536,-118.309,0
16599,i,2270 San Ramon Valley Blvd.,San Ramon,CA,94583,,37.7786,-121.977,0
16600,i,3361 S. Bristol St.,Santa Ana,CA,92704,,33.7029,-117.885,0
16601,i,815 N. Bristol St.,Santa Ana,CA,92703,,33.7518,-117.885,0
16602,i,3101 Mission College Blvd.*,Santa Clara,CA,95054,,37.3882,-121.983,0
16603,i,26401 Bouquet Canyon Rd.,Santa Clarita,CA,91350,,34.425,-118.539,0
16604,i,28368 Sand Canyon Rd.,Santa Clarita,CA,91387,,34.423,-118.423,0
16605,i,10525 Carmenita Rd.,Santa Fe Springs,CA,90670,,33.9397,-118.047,0
16606,i,1330 S. Bradley Road,Santa Maria,CA,93454,,34.9372,-120.419,0
16607,i,7467 E. Frank Lloyd Wright,Scottsdale,AZ,85257,,33.6368,-111.92,0
16608,i,4444 Van Nuys Blvd.,Sherman Oaks,CA,91403,,34.1522,-118.449,0
16609,i,2600 Stearns St.,Simi Valley,CA,93063,,34.2828,-118.691,0
16610,i,280 Pyramid Way,Sparks,NV,89431,,39.5357,-119.753,0
16611,i,2727 W. March Ln.,Stockton,CA,95219,,37.9847,-121.345,0
16612,i,3640 Cahuenga Blvd.,Studio City,CA,90068,,34.1347,-118.36,0
16613,i,604 E. El Camino Real,Sunnyvale,CA,94087,,37.3614,-122.025,0
16614,i,27700 Jefferson Ave.,Temecula,CA,92590,,33.5146,-117.159,0
16615,i,30967 Hwy. 79 South,Temecula,CA,92592,,33.5055,-117.061,0
16616,i,920 E. Playa Del Norte,Tempe,AZ,85281,,33.4274,-111.93,0
16617,i,10601 E. Lower Azusa Rd.,Temple City,CA,91780,,34.0924,-118.039,0
16618,i,1550 Newbury Rd.,Thousand Oaks,CA,91320,,34.1831,-118.912,0
16619,i,72265 Varner Rd.,Thousand Palms,CA,92276,,33.8173,-116.402,0
16620,i,24445 Crenshaw Blvd.,Torrance,CA,90505,,33.8029,-118.328,0
16621,i,730 W. Carson St.,Torrance,CA,90502,,33.8315,-118.288,0
16622,i,575 Clover Rd.,Tracy,CA,95376,,37.7615,-121.434,0
16623,i,6225 Foothill Blvd.,Tujunga,CA,91042,,34.2411,-118.267,0
16624,i,3071 Countryside Dr.,Turlock,CA,95380,,37.5204,-120.881,0
16625,i,3020 El Camino Real,Tustin,CA,92782,,33.723,-117.794,0
16626,i,32060 Union Landing Blvd.,Union City,CA,94587,,37.5993,-122.067,0
16627,i,1837 Foothill Blvd.,Upland,CA,91786,,34.107,-117.686,0
16628,i,170 Nut Tree Pkwy.,Vacaville,CA,95687,,38.3667,-121.959,0
16629,i,7220 N. Balboa Blvd.,Van Nuys,CA,91406,,34.2017,-118.501,0
16630,i,7930 Van Nuys Blvd.,Van Nuys,CA,91402,,34.2147,-118.449,0
16631,i,2070 Harbor Blvd.,Ventura,CA,93001,,34.2682,-119.273,0
16632,i,1933 S. Mooney Blvd.,Visalia,CA,93277,,36.3137,-119.314,0
16633,i,2010 Hacienda Dr.,Vista,CA,92081,,33.1846,-117.285,0
16634,i,15610 San Bernardino Rd.,West Covina,CA,91790,,34.0899,-117.941,0
16635,i,2940 E. Garvey Ave.,West Covina,CA,91791,,34.0712,-117.883,0
16636,i,9245 W. Venice Blvd.,West Los Angeles,CA,90034,,34.0265,-118.394,0
16637,i,9149 S. Sepulveda Blvd.,Westchester,CA,90045,,33.9538,-118.396,0
16638,i,6292 Westminster Blvd.,Westminster,CA,92683,,33.7589,-118.02,0
16639,i,922 Gayley Ave.,Westwood,CA,90024,,34.0626,-118.448,0
16640,i,19920 Ventura Blvd.,Woodland Hills,CA,91364,,34.1721,-118.566,0
16641,i,1940 E. 16th St.,Yuma,CA,85365,,32.6987,-114.598,0
16642,j,1 Corvette Dr,Litchfield,IL,62056,(217) 324-3300,39.1802,-89.6624,0
16643,j,10 Center St,Deer Park,TX,77536,(281) 478-4348,29.7105,-95.1242,0
16644,j,10 Union Ave,Bakersfield,CA,93307,(661) 861-0602,35.3542,-119.003,0
16645,j,100 Braddie Dr,Del Rio,TX,78840,(830) 768-3050,29.3935,-100.905,1
16646,j,100 E Broadway,Seattle,WA,98102,(206) 322-6554,47.6188,-122.321,0
16647,j,100 E Holt Ave,Pomona,CA,91767,(909) 620-5896,34.0623,-117.75,0
16648,j,100 E Interstate 30,Royse City,TX,75189,(972) 635-2455,32.97,-96.3316,0
16649,j,100 E Louise Ave,Lathrop,CA,95330,(209) 858-1801,37.8117,-121.293,0
16650,j,100 N Golden State Blvd,Turlock,CA,95380,(209) 632-8142,37.4948,-120.846,0
16651,j,100 S New Rd,Waco,TX,76710,(254) 741-9793,31.5225,-97.1689,0
16652,j,100 S State College Blvd,Anaheim,CA,92806,(714) 778-9486,33.8411,-117.889,0
16653,j,100 W Duarte Rd,Monrovia,CA,91016,(626) 303-0695,34.1321,-118.001,0
16654,j,100 W South Hill Rd,Sunnyside,WA,98944,(509) 837-3644,46.3093,-120.016,1
16655,j,100 West Fm 1417,Sherman,TX,75092,(903) 868-4805,33.5948,-96.6063,0
16656,j,1000 Capital Funds Ct,Nashville,TN,37217,(615) 360-7766,36.089,-86.6506,0
16657,j,1000 E 41st Street,Austin,TX,78751,(512) 458-6252,30.2982,-97.7188,0
16658,j,1000 W Rosecrans Ave,Gardena,CA,90247,(310) 538-3149,33.9018,-118.292,0
16659,j,10004 Telephone,Houston,TX,77075,(713) 991-2597,29.6206,-95.2856,0
16660,j,1001 Bishop St,Honolulu,HI,96813,(808) 523-9884,21.3085,-157.861,0
16661,j,1001 E Yelm Ave,Yelm,WA,98597,(360) 400-5225,46.9355,-122.595,0
16662,j,1001 Howe Ave,Sacramento,CA,95825,(916) 646-4670,38.5842,-121.416,0
16663,j,1001 Leander Rd,Georgetown,TX,78628,(512) 930-1206,30.6207,-97.6908,0
16664,j,1001 N 24th St,Phoenix,AZ,85008,(602) 244-8860,33.4588,-112.03,0
16665,j,1001 W Centerville Rd,Garland,TX,75041,(972) 681-5141,32.859,-96.6454,0
16666,j,1002 N 1st St,Yakima,WA,98901,(509) 452-5260,46.6146,-120.512,0
16667,j,10037 Lakewood Blvd,Downey,CA,90240,(562) 923-1934,33.949,-118.117,0
16668,j,1004 Steele Ln,Santa Rosa,CA,95401,(707) 526-9877,38.4597,-122.727,0
16669,j,10048 Cherry Ave,Fontana,CA,92335,(909) 356-0554,34.071,-117.489,0
16670,j,101 E Main St,Grand Prairie,TX,75050,(972) 262-2396,32.7454,-97.0033,0
16671,j,101 East Parkwood,Friendswood,TX,77546,(281) 992-8035,29.5093,-95.1881,0
16672,j,101 Homer M Adams Pkwy,Alton,IL,62002,(618) 462-9905,38.9217,-90.1785,0
16673,j,101 N Saginaw Blvd,Saginaw,TX,76179,(817) 847-1984,32.8602,-97.3642,0
16674,j,101 W Foothill Blvd,Pomona,CA,91767,(909) 596-0029,34.1081,-117.749,0
16675,j,1010 Morgan St,Granbury,TX,76048,(817) 573-8093,32.433,-97.7944,0
16676,j,1010 N Harbor Blvd,Fullerton,CA,92832,(714) 526-0235,33.8795,-117.924,0
16677,j,1010 Richmond,Wharton,TX,77488,(979) 532-5022,29.3193,-96.0994,0
16678,j,1010 W Pacific Coast Hwy,Wilmington,CA,90744,(310) 835-5308,33.7904,-118.275,0
16679,j,10107 Marsh Ln,Dallas,TX,75229,(214) 350-2632,32.8832,-96.8565,0
16680,j,10109 E Northwest Hwy,Dallas,TX,75238,(214) 341-2412,32.8644,-96.7121,0
16681,j,10110 Sierra Ave,Fontana,CA,92335,(909) 822-1189,34.0701,-117.436,0
16682,j,10121 N Tryon,Charlotte,NC,28262,(704) 503-6882,35.3233,-80.7322,0
16683,j,10151 Ben Nevis,Riverside,CA,92509,(951) 681-1189,34.0179,-117.505,0
16684,j,1016 S 5th St,St. Charles,MO,63301,(636) 896-8092,38.7744,-90.4904,0
16685,j,1018 Highway 146 S,La Porte,TX,77571,(281) 470-7060,29.6541,-95.0306,0
16686,j,102 College View Dr,Dallas,NC,28034,(704) 922-9178,35.3155,-81.1893,0
16687,j,102 N Magnolia St,Woodville,TX,75979,(409) 331-1136,30.7755,-94.4147,0
16688,j,1020 Riverside Dr,Franklin,TN,37064,(615) 599-3766,35.8956,-86.8291,0
16689,j,1020 S Westmoreland,Dallas,TX,75211,(214) 331-5630,32.7352,-96.874,0
16690,j,1020 W Davis,Dallas,TX,75208,(214) 946-5020,32.7494,-96.8397,0
16691,j,10205 E Rosecrans,Bellflower,CA,90706,(562) 866-1636,33.9022,-118.116,0
16692,j,1023 Saratoga Way,El Dorado Hills,CA,95762,(916) 933-5764,38.6542,-121.071,0
16693,j,10255 Campo Rd,Spring Valley,CA,91978,(619) 660-0905,32.7439,-116.972,0
16694,j,103 N Main,Keller,TX,76248,(817) 431-5225,32.9349,-97.2538,0
16695,j,1030 Tharp Rd,Yuba City,CA,95993,(530) 673-7806,39.1425,-121.649,0
